id,campaign_name,channel,date,month,spend,impressions,clicks,leads,mqls,sqls,opportunities,proposals,contracts,revenue,customer_segment,industry,geography,service_category,campaign_type,campaign_objective,deal_value,sales_cycle_days
TCS-CMP-00693,OmniCommerce Edge - Cognitive,Industry Display & Media,2026-06-03,2026-06,22064,127795,1415,49,17,6,3,2,0,0,Nurture / Mid-Market,Healthcare & Life Sciences,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,2232294,62
TCS-CMP-00694,Cognitive Ops 2.0 - Cloud,LinkedIn Enterprise,2026-01-04,2026-01,25010,60741,1624,121,92,51,31,21,8,76897960,Enterprise High-Value,Energy & Utilities,Europe & UK,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,9612245,178
TCS-CMP-00695,SAP S/4 Hana Accelerated - BFSI,Google Search,2025-12-01,2025-12,57969,76593,2395,175,104,44,29,19,5,7663290,Emerging Tier / High-CAC,Manufacturing & Auto,North America,BFSI Core Modernization,Digital Inbound,Pipeline Generation,1532658,61
TCS-CMP-00696,Q1 Cloud Scale - Cyber,Executive Events & Roundtables,2025-10-17,2025-10,53141,48717,705,104,59,25,13,7,2,7856674,Emerging Tier / High-CAC,Retail & CPG,North America,Cyber Defense & Risk Governance,Experiential,Executive Engagement,3928337,109
TCS-CMP-00697,Zero Trust Enterprise - Cognitive,Executive Events & Roundtables,2026-01-18,2026-01,114109,69249,1173,120,81,25,12,7,2,19350820,Strategic Growth Accounts,Retail & CPG,Nordics & Benelux,Cognitive AI & Enterprise Automation,Experiential,Brand Authority & MQLs,9675410,125
TCS-CMP-00698,Sustainable Tech Suite - BFSI,Tech Analyst Webinars,2025-11-12,2025-11,20739,52552,1281,84,44,15,7,4,1,6970363,Enterprise High-Value,Healthcare & Life Sciences,APAC & Australia,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,6970363,87
TCS-CMP-00699,BFSI Resiliency - Cyber,Account-Based Email,2026-06-22,2026-06,12333,25595,931,64,47,22,16,13,5,9998720,Emerging Tier / High-CAC,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Outbound ABM,Strategic Account Penetration,1999744,140
TCS-CMP-00700,Life Sciences DataHub - Cloud,Google Search,2026-02-26,2026-02,50738,98910,3583,220,127,52,34,21,8,20350224,Nurture / Mid-Market,Healthcare & Life Sciences,North America,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,2543778,137
TCS-CMP-00701,GenAI Catalyst - Cyber,Industry Display & Media,2026-04-18,2026-04,47668,331281,2465,90,45,13,6,2,0,0,Enterprise High-Value,Healthcare & Life Sciences,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,5679375,112
TCS-CMP-00702,GenAI Catalyst - BFSI,LinkedIn Enterprise,2025-12-26,2025-12,58987,157105,4022,445,335,171,104,80,27,310569498,Enterprise High-Value,Healthcare & Life Sciences,India & Middle East,BFSI Core Modernization,Digital Inbound,Pipeline Generation,11502574,184
TCS-CMP-00703,Global Horizon - Cyber,Tech Analyst Webinars,2025-12-25,2025-12,21208,37172,881,67,40,17,7,4,2,8729480,Strategic Growth Accounts,Retail & CPG,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,4364740,85
TCS-CMP-00704,Global Horizon - Retail,Tech Analyst Webinars,2025-12-03,2025-12,21777,61713,1607,102,63,22,11,8,3,11980935,Strategic Growth Accounts,Manufacturing & Auto,India & Middle East,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,3993645,81
TCS-CMP-00705,Zero Trust Enterprise - Cyber,Industry Display & Media,2026-06-10,2026-06,38513,169971,1609,49,22,7,3,1,0,0,Enterprise High-Value,Energy & Utilities,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,4825743,180
TCS-CMP-00706,CyberShield 360 - Cyber,Account-Based Email,2026-06-06,2026-06,22673,57908,2380,242,162,105,70,46,20,38697460,Emerging Tier / High-CAC,Healthcare & Life Sciences,India & Middle East,Cyber Defense & Risk Governance,Outbound ABM,Pipeline Generation,1934873,45
TCS-CMP-00707,SAP S/4 Hana Accelerated - Healthcare,Industry Display & Media,2025-10-12,2025-10,35758,199498,1587,48,16,4,2,1,0,0,Emerging Tier / High-CAC,Manufacturing & Auto,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,1032379,89
TCS-CMP-00708,OmniCommerce Edge - Cyber,Industry Display & Media,2025-10-11,2025-10,31785,150212,1562,63,24,5,2,1,0,0,Emerging Tier / High-CAC,Healthcare & Life Sciences,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,931103,81
TCS-CMP-00709,Zero Trust Enterprise - Healthcare,Executive Events & Roundtables,2026-05-21,2026-05,119336,163607,2200,229,170,61,24,11,4,64066784,Enterprise High-Value,Telecom & Media,India & Middle East,Healthcare & Life Sciences Digital Labs,Experiential,Pipeline Generation,16016696,80
TCS-CMP-00710,Q1 Cloud Scale - Healthcare,Executive Events & Roundtables,2026-03-20,2026-03,47007,41927,627,78,55,19,7,4,1,16085155,Enterprise High-Value,Healthcare & Life Sciences,Europe & UK,Healthcare & Life Sciences Digital Labs,Experiential,Brand Authority & MQLs,16085155,109
TCS-CMP-00711,Q1 Cloud Scale - Cyber,LinkedIn Enterprise,2026-04-23,2026-04,32339,111299,2766,273,145,66,41,33,9,33704091,Nurture / Mid-Market,Telecom & Media,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,3744899,57
TCS-CMP-00712,Global Horizon - Retail,Executive Events & Roundtables,2026-06-05,2026-06,55560,55488,1007,148,117,37,19,12,3,46663398,Enterprise High-Value,Telecom & Media,North America,Retail Omnichannel & Supply Chain,Experiential,Strategic Account Penetration,15554466,106
TCS-CMP-00713,OmniCommerce Edge - Cyber,Google Search,2026-02-18,2026-02,54236,77920,3538,309,154,56,27,20,8,22424360,Nurture / Mid-Market,Banking & Capital Markets,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,2803045,108
TCS-CMP-00714,Q1 Cloud Scale - Cyber,Account-Based Email,2026-07-12,2026-07,9617,23634,1191,88,59,28,20,17,6,10411614,Emerging Tier / High-CAC,Telecom & Media,Nordics & Benelux,Cyber Defense & Risk Governance,Outbound ABM,Executive Engagement,1735269,105
TCS-CMP-00715,Sustainable Tech Suite - Retail,Executive Events & Roundtables,2026-04-23,2026-04,54717,39091,591,66,52,16,7,4,1,5194998,Nurture / Mid-Market,Retail & CPG,India & Middle East,Retail Omnichannel & Supply Chain,Experiential,Pipeline Generation,5194998,120
TCS-CMP-00716,Sustainable Tech Suite - Cognitive,Executive Events & Roundtables,2025-12-24,2025-12,55010,67534,990,127,72,28,10,6,1,3640117,Emerging Tier / High-CAC,Banking & Capital Markets,Nordics & Benelux,Cognitive AI & Enterprise Automation,Experiential,Executive Engagement,3640117,99
TCS-CMP-00717,NextGen CX - Cloud,Account-Based Email,2025-10-15,2025-10,15126,42347,1738,177,133,80,59,52,26,49471708,Emerging Tier / High-CAC,Telecom & Media,APAC & Australia,Cloud & Infrastructure Transformation,Outbound ABM,Brand Authority & MQLs,1902758,141
TCS-CMP-00718,Sustainable Tech Suite - Retail,Tech Analyst Webinars,2025-12-02,2025-12,15654,25855,602,35,16,7,4,3,1,2593261,Nurture / Mid-Market,Manufacturing & Auto,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,2593261,48
TCS-CMP-00719,Zero Trust Enterprise - Cognitive,Industry Display & Media,2026-01-01,2026-01,18050,98211,724,22,11,3,1,0,0,0,Emerging Tier / High-CAC,Healthcare & Life Sciences,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,1262559,88
TCS-CMP-00720,Global Horizon - BFSI,Google Search,2025-10-02,2025-10,58400,173211,6419,562,337,175,83,57,16,100662512,Enterprise High-Value,Energy & Utilities,North America,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,6291407,198
TCS-CMP-00721,SAP S/4 Hana Accelerated - Retail,LinkedIn Enterprise,2026-06-06,2026-06,30719,90536,1982,215,149,79,53,33,9,29502909,Nurture / Mid-Market,Telecom & Media,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,3278101,45
TCS-CMP-00722,CyberShield 360 - BFSI,Executive Events & Roundtables,2026-06-16,2026-06,106482,83081,1318,155,106,39,18,12,4,74770568,Enterprise High-Value,Banking & Capital Markets,India & Middle East,BFSI Core Modernization,Experiential,Strategic Account Penetration,18692642,83
TCS-CMP-00723,CyberShield 360 - BFSI,LinkedIn Enterprise,2026-04-19,2026-04,61020,127305,3887,388,232,99,60,38,14,29776250,Emerging Tier / High-CAC,Banking & Capital Markets,North America,BFSI Core Modernization,Digital Inbound,Pipeline Generation,2126875,101
TCS-CMP-00724,Sustainable Tech Suite - Cloud,Industry Display & Media,2026-06-15,2026-06,20143,150213,1345,38,17,5,2,1,0,0,Strategic Growth Accounts,Telecom & Media,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,3529252,81
TCS-CMP-00725,Q1 Cloud Scale - Cognitive,Account-Based Email,2026-09-25,2026-09,15647,32769,1122,72,40,18,13,9,3,10349388,Nurture / Mid-Market,Energy & Utilities,Europe & UK,Cognitive AI & Enterprise Automation,Outbound ABM,Executive Engagement,3449796,140
TCS-CMP-00726,OmniCommerce Edge - Cognitive,Industry Display & Media,2026-09-27,2026-09,39051,155694,1267,47,20,6,3,1,0,0,Nurture / Mid-Market,Healthcare & Life Sciences,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,1952627,85
TCS-CMP-00727,Zero Trust Enterprise - Retail,Executive Events & Roundtables,2026-05-24,2026-05,130971,120170,1807,183,127,37,18,9,3,28704861,Strategic Growth Accounts,Healthcare & Life Sciences,North America,Retail Omnichannel & Supply Chain,Experiential,Pipeline Generation,9568287,101
TCS-CMP-00728,BFSI Resiliency - Cognitive,Tech Analyst Webinars,2026-09-04,2026-09,14555,36874,1011,79,35,14,6,4,1,3782431,Strategic Growth Accounts,Energy & Utilities,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,3782431,103
TCS-CMP-00729,Zero Trust Enterprise - Cognitive,Executive Events & Roundtables,2026-07-15,2026-07,92834,61253,1046,104,61,20,9,6,1,3901469,Emerging Tier / High-CAC,Telecom & Media,APAC & Australia,Cognitive AI & Enterprise Automation,Experiential,Brand Authority & MQLs,3901469,112
TCS-CMP-00730,Q1 Cloud Scale - Retail,Tech Analyst Webinars,2026-08-27,2026-08,24256,35678,884,61,35,11,7,4,1,1407497,Emerging Tier / High-CAC,Banking & Capital Markets,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,1407497,53
TCS-CMP-00731,OmniCommerce Edge - Cognitive,Google Search,2025-10-10,2025-10,72033,196934,8875,604,344,170,87,67,28,64683136,Nurture / Mid-Market,Energy & Utilities,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,2310112,136
TCS-CMP-00732,BFSI Resiliency - Healthcare,Google Search,2026-06-17,2026-06,42110,90052,3178,190,115,59,36,28,12,18466500,Emerging Tier / High-CAC,Retail & CPG,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,1538875,142
TCS-CMP-00733,Global Horizon - Cyber,LinkedIn Enterprise,2026-08-16,2026-08,46981,117646,3122,323,193,118,83,62,25,136386550,Strategic Growth Accounts,Banking & Capital Markets,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,5455462,135
TCS-CMP-00734,BFSI Resiliency - Cognitive,Industry Display & Media,2026-06-13,2026-06,17158,89719,658,21,10,2,1,0,0,0,Emerging Tier / High-CAC,Manufacturing & Auto,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,939060,72
TCS-CMP-00735,CyberShield 360 - Cloud,Industry Display & Media,2026-06-07,2026-06,26119,171507,1699,57,21,6,2,1,0,0,Strategic Growth Accounts,Retail & CPG,North America,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,3580121,105
TCS-CMP-00736,Life Sciences DataHub - Cyber,Google Search,2026-08-04,2026-08,61246,88362,2860,238,119,61,28,17,6,35457558,Enterprise High-Value,Healthcare & Life Sciences,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,5909593,107
TCS-CMP-00737,BFSI Resiliency - Cloud,Tech Analyst Webinars,2026-07-14,2026-07,36435,103705,2590,190,113,47,26,18,5,26578765,Enterprise High-Value,Manufacturing & Auto,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,5315753,100
TCS-CMP-00738,Sustainable Tech Suite - Healthcare,Google Search,2025-12-07,2025-12,53608,81055,2488,170,111,44,26,18,5,21321405,Strategic Growth Accounts,Retail & CPG,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Strategic Account Penetration,4264281,126
TCS-CMP-00739,Life Sciences DataHub - Retail,Google Search,2026-01-03,2026-01,35463,68749,2946,174,96,44,28,22,6,10254654,Emerging Tier / High-CAC,Retail & CPG,APAC & Australia,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,1709109,135
TCS-CMP-00740,BFSI Resiliency - Cloud,Executive Events & Roundtables,2026-04-18,2026-04,74631,73540,1263,157,103,37,18,11,3,50549601,Enterprise High-Value,Telecom & Media,India & Middle East,Cloud & Infrastructure Transformation,Experiential,Strategic Account Penetration,16849867,132
TCS-CMP-00741,Cognitive Ops 2.0 - Healthcare,Account-Based Email,2025-12-25,2025-12,12975,32031,1413,132,100,63,35,23,11,70561381,Strategic Growth Accounts,Energy & Utilities,Europe & UK,Healthcare & Life Sciences Digital Labs,Outbound ABM,Executive Engagement,6414671,56
TCS-CMP-00742,Sustainable Tech Suite - Cyber,Tech Analyst Webinars,2026-09-01,2026-09,36341,84259,1885,147,74,32,14,8,2,7093816,Strategic Growth Accounts,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,3546908,143
TCS-CMP-00743,NextGen CX - Cyber,Industry Display & Media,2026-04-26,2026-04,45232,212226,1895,66,32,10,4,2,1,1128021,Emerging Tier / High-CAC,Energy & Utilities,North America,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,1128021,127
TCS-CMP-00744,Cognitive Ops 2.0 - Cyber,Google Search,2026-09-01,2026-09,59690,107163,4699,429,291,103,48,28,11,16247055,Emerging Tier / High-CAC,Manufacturing & Auto,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,1477005,141
TCS-CMP-00745,Zero Trust Enterprise - Cloud,Tech Analyst Webinars,2026-03-01,2026-03,17356,39896,842,59,36,13,7,4,1,2015034,Nurture / Mid-Market,Retail & CPG,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,2015034,135
TCS-CMP-00746,NextGen CX - Retail,Industry Display & Media,2026-06-21,2026-06,38104,225439,1712,59,25,7,3,1,0,0,Strategic Growth Accounts,Telecom & Media,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,2757752,136
TCS-CMP-00747,OmniCommerce Edge - Cloud,LinkedIn Enterprise,2026-08-14,2026-08,46518,134718,3420,306,178,93,56,47,13,30300556,Emerging Tier / High-CAC,Telecom & Media,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,2330812,60
TCS-CMP-00748,Sustainable Tech Suite - Cloud,Industry Display & Media,2025-10-28,2025-10,43439,234197,1757,50,24,8,3,2,0,0,Nurture / Mid-Market,Banking & Capital Markets,Europe & UK,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,1671031,49
TCS-CMP-00749,Q1 Cloud Scale - Cloud,Executive Events & Roundtables,2025-12-05,2025-12,122170,96178,1800,235,132,53,23,11,3,11772108,Emerging Tier / High-CAC,Healthcare & Life Sciences,APAC & Australia,Cloud & Infrastructure Transformation,Experiential,Executive Engagement,3924036,128
TCS-CMP-00750,OmniCommerce Edge - BFSI,Google Search,2026-06-27,2026-06,24507,47450,1453,106,52,22,13,7,2,3346200,Emerging Tier / High-CAC,Telecom & Media,India & Middle East,BFSI Core Modernization,Digital Inbound,Pipeline Generation,1673100,50
TCS-CMP-00751,SAP S/4 Hana Accelerated - Healthcare,Google Search,2026-02-15,2026-02,54585,122996,5217,356,213,78,47,32,11,17315683,Emerging Tier / High-CAC,Manufacturing & Auto,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,1574153,129
TCS-CMP-00752,SAP S/4 Hana Accelerated - Retail,Industry Display & Media,2026-06-05,2026-06,46045,411169,4593,142,56,14,5,2,1,2166934,Nurture / Mid-Market,Retail & CPG,India & Middle East,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,2166934,46
TCS-CMP-00753,NextGen CX - Healthcare,Account-Based Email,2025-11-08,2025-11,19813,64255,2513,179,123,61,38,30,9,46221345,Strategic Growth Accounts,Energy & Utilities,APAC & Australia,Healthcare & Life Sciences Digital Labs,Outbound ABM,Strategic Account Penetration,5135705,112
TCS-CMP-00754,Global Horizon - BFSI,Tech Analyst Webinars,2025-12-15,2025-12,34710,53086,1105,58,32,15,8,5,2,2847572,Emerging Tier / High-CAC,Energy & Utilities,APAC & Australia,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,1423786,91
TCS-CMP-00755,GenAI Catalyst - Cloud,Account-Based Email,2026-05-24,2026-05,25370,67971,2843,202,116,76,46,40,14,28866866,Emerging Tier / High-CAC,Retail & CPG,North America,Cloud & Infrastructure Transformation,Outbound ABM,Executive Engagement,2061919,114
TCS-CMP-00756,BFSI Resiliency - Cloud,Industry Display & Media,2026-09-14,2026-09,43304,252153,2066,69,27,7,2,1,0,0,Emerging Tier / High-CAC,Energy & Utilities,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,1139132,77
TCS-CMP-00757,Life Sciences DataHub - Cognitive,Account-Based Email,2026-05-09,2026-05,24819,38024,1735,137,109,51,39,34,11,51263102,Strategic Growth Accounts,Banking & Capital Markets,India & Middle East,Cognitive AI & Enterprise Automation,Outbound ABM,Pipeline Generation,4660282,54
TCS-CMP-00758,Sustainable Tech Suite - BFSI,Industry Display & Media,2026-04-18,2026-04,37136,300125,2435,83,42,11,4,2,0,0,Nurture / Mid-Market,Manufacturing & Auto,India & Middle East,BFSI Core Modernization,Digital Inbound,Pipeline Generation,1978728,85
TCS-CMP-00759,Global Horizon - BFSI,LinkedIn Enterprise,2026-06-19,2026-06,24346,33741,1046,71,52,25,16,11,3,7489851,Emerging Tier / High-CAC,Retail & CPG,North America,BFSI Core Modernization,Digital Inbound,Executive Engagement,2496617,70
TCS-CMP-00760,NextGen CX - Cyber,LinkedIn Enterprise,2026-09-23,2026-09,35575,50268,1165,128,84,35,20,17,8,16403088,Emerging Tier / High-CAC,Telecom & Media,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,2050386,72
TCS-CMP-00761,BFSI Resiliency - Healthcare,Account-Based Email,2026-05-12,2026-05,22048,41721,1591,125,70,38,27,19,6,53734920,Enterprise High-Value,Banking & Capital Markets,APAC & Australia,Healthcare & Life Sciences Digital Labs,Outbound ABM,Brand Authority & MQLs,8955820,191
TCS-CMP-00762,Sustainable Tech Suite - Cyber,Google Search,2026-04-26,2026-04,55621,156868,7382,599,341,136,87,51,18,47040714,Nurture / Mid-Market,Energy & Utilities,North America,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,2613373,104
TCS-CMP-00763,CyberShield 360 - BFSI,Google Search,2026-09-26,2026-09,69872,119546,3776,244,120,59,28,16,5,12572245,Nurture / Mid-Market,Energy & Utilities,North America,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,2514449,73
TCS-CMP-00764,Life Sciences DataHub - BFSI,LinkedIn Enterprise,2026-05-05,2026-05,31429,49784,1514,161,92,51,29,19,8,15621776,Emerging Tier / High-CAC,Manufacturing & Auto,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,1952722,76
TCS-CMP-00765,GenAI Catalyst - Healthcare,Account-Based Email,2025-10-27,2025-10,15778,27402,1268,115,86,49,33,25,12,38030556,Nurture / Mid-Market,Healthcare & Life Sciences,APAC & Australia,Healthcare & Life Sciences Digital Labs,Outbound ABM,Strategic Account Penetration,3169213,61
TCS-CMP-00766,Q1 Cloud Scale - BFSI,Industry Display & Media,2025-11-06,2025-11,20385,142167,1279,35,13,4,2,1,0,0,Strategic Growth Accounts,Telecom & Media,India & Middle East,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,3220120,64
TCS-CMP-00767,SAP S/4 Hana Accelerated - Cognitive,Account-Based Email,2026-02-11,2026-02,8031,14427,726,60,42,23,17,11,4,12973452,Nurture / Mid-Market,Banking & Capital Markets,North America,Cognitive AI & Enterprise Automation,Outbound ABM,Pipeline Generation,3243363,91
TCS-CMP-00768,Sustainable Tech Suite - Cyber,Tech Analyst Webinars,2026-07-22,2026-07,31831,101589,2737,148,88,40,19,11,4,13006988,Strategic Growth Accounts,Healthcare & Life Sciences,North America,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,3251747,111
TCS-CMP-00769,GenAI Catalyst - Healthcare,Executive Events & Roundtables,2026-01-19,2026-01,114231,85461,1152,106,76,26,11,5,1,6054772,Nurture / Mid-Market,Retail & CPG,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Experiential,Brand Authority & MQLs,6054772,110
TCS-CMP-00770,SAP S/4 Hana Accelerated - Healthcare,Google Search,2025-11-12,2025-11,72201,227049,7532,479,281,116,55,38,9,34806537,Strategic Growth Accounts,Banking & Capital Markets,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,3867393,87
TCS-CMP-00771,Life Sciences DataHub - Cyber,Tech Analyst Webinars,2025-11-03,2025-11,19632,30056,762,59,26,11,6,4,1,2010805,Nurture / Mid-Market,Banking & Capital Markets,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,2010805,73
TCS-CMP-00772,Q1 Cloud Scale - BFSI,Executive Events & Roundtables,2025-10-13,2025-10,109878,75891,1080,141,107,38,19,10,3,18434529,Nurture / Mid-Market,Telecom & Media,Europe & UK,BFSI Core Modernization,Experiential,Executive Engagement,6144843,89
TCS-CMP-00773,Global Horizon - Cloud,Tech Analyst Webinars,2026-09-06,2026-09,16358,40455,997,71,38,15,8,4,1,1493930,Emerging Tier / High-CAC,Retail & CPG,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,1493930,46
TCS-CMP-00774,OmniCommerce Edge - Retail,Account-Based Email,2025-10-03,2025-10,20642,41829,1458,114,71,47,32,21,9,51014043,Strategic Growth Accounts,Energy & Utilities,Europe & UK,Retail Omnichannel & Supply Chain,Outbound ABM,Executive Engagement,5668227,99
TCS-CMP-00775,Life Sciences DataHub - BFSI,LinkedIn Enterprise,2026-02-08,2026-02,51377,88560,2581,196,132,78,56,37,12,63789372,Strategic Growth Accounts,Manufacturing & Auto,India & Middle East,BFSI Core Modernization,Digital Inbound,Executive Engagement,5315781,59
TCS-CMP-00776,NextGen CX - Cognitive,Executive Events & Roundtables,2026-03-09,2026-03,132961,137826,2242,327,253,95,43,22,4,70345832,Enterprise High-Value,Healthcare & Life Sciences,Europe & UK,Cognitive AI & Enterprise Automation,Experiential,Executive Engagement,17586458,197
TCS-CMP-00777,SAP S/4 Hana Accelerated - Cyber,Industry Display & Media,2026-02-20,2026-02,20730,97243,786,32,14,3,1,0,0,0,Nurture / Mid-Market,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,1666630,77
TCS-CMP-00778,Q1 Cloud Scale - BFSI,Account-Based Email,2026-02-15,2026-02,23472,40162,1357,135,93,43,24,16,8,17617704,Emerging Tier / High-CAC,Retail & CPG,India & Middle East,BFSI Core Modernization,Outbound ABM,Pipeline Generation,2202213,85
TCS-CMP-00779,BFSI Resiliency - Cognitive,Account-Based Email,2026-06-23,2026-06,16366,25726,998,66,38,18,12,8,3,6433239,Emerging Tier / High-CAC,Manufacturing & Auto,North America,Cognitive AI & Enterprise Automation,Outbound ABM,Pipeline Generation,2144413,98
TCS-CMP-00780,Q1 Cloud Scale - Cognitive,Tech Analyst Webinars,2026-07-02,2026-07,33978,50826,922,57,27,11,5,3,1,6281905,Enterprise High-Value,Banking & Capital Markets,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,6281905,82
TCS-CMP-00781,SAP S/4 Hana Accelerated - Cyber,Executive Events & Roundtables,2025-12-25,2025-12,73908,54567,662,74,58,18,9,5,1,13592671,Enterprise High-Value,Manufacturing & Auto,India & Middle East,Cyber Defense & Risk Governance,Experiential,Strategic Account Penetration,13592671,141
TCS-CMP-00782,Cognitive Ops 2.0 - Retail,Tech Analyst Webinars,2025-11-20,2025-11,12648,21676,564,42,19,7,4,2,1,3335073,Strategic Growth Accounts,Banking & Capital Markets,APAC & Australia,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,3335073,55
TCS-CMP-00783,Cognitive Ops 2.0 - BFSI,Industry Display & Media,2026-07-23,2026-07,20186,110976,1231,52,25,6,2,1,0,0,Emerging Tier / High-CAC,Telecom & Media,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,955138,59
TCS-CMP-00784,Q1 Cloud Scale - Healthcare,Google Search,2026-01-28,2026-01,70373,189809,8957,789,388,173,107,70,19,119530995,Enterprise High-Value,Manufacturing & Auto,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Pipeline Generation,6291105,136
TCS-CMP-00785,Sustainable Tech Suite - Retail,Executive Events & Roundtables,2025-11-07,2025-11,120427,80219,1051,151,100,41,15,9,2,17463982,Strategic Growth Accounts,Energy & Utilities,North America,Retail Omnichannel & Supply Chain,Experiential,Pipeline Generation,8731991,72
TCS-CMP-00786,BFSI Resiliency - BFSI,Google Search,2026-02-04,2026-02,35591,100468,4742,436,271,99,47,35,13,89704095,Enterprise High-Value,Telecom & Media,Europe & UK,BFSI Core Modernization,Digital Inbound,Executive Engagement,6900315,201
TCS-CMP-00787,Sustainable Tech Suite - Cyber,Industry Display & Media,2026-08-03,2026-08,37959,226607,2466,91,39,11,5,3,1,5328588,Enterprise High-Value,Telecom & Media,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,5328588,189
TCS-CMP-00788,Global Horizon - BFSI,Industry Display & Media,2026-02-08,2026-02,42974,231530,2025,58,25,7,3,1,0,0,Nurture / Mid-Market,Energy & Utilities,India & Middle East,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,1990588,122
TCS-CMP-00789,Global Horizon - BFSI,Account-Based Email,2026-01-18,2026-01,22147,44576,1763,170,125,73,49,38,19,200979378,Enterprise High-Value,Banking & Capital Markets,APAC & Australia,BFSI Core Modernization,Outbound ABM,Brand Authority & MQLs,10577862,189
TCS-CMP-00790,BFSI Resiliency - Healthcare,LinkedIn Enterprise,2026-06-12,2026-06,39314,83834,2235,152,102,59,34,22,8,68601504,Enterprise High-Value,Manufacturing & Auto,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Strategic Account Penetration,8575188,73
